#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
111,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
112,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
113,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
114,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
115,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
116,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
117,"About Us","Kaskade",38,127,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house","REDUX 006",2023-10-27,02:55,78,85,2,5,15,0,10,-6,E Minor,4,2024-01-15,1su9slnFDaDCLzrpxKLIdr,"Arkade",9A,https://p.scdn.co/mp3-preview/4ec000a1efa7b161b56cb06cb07b1a6838b7a02d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
118,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
119,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
120,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
121,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
122,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
123,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
124,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
125,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
126,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
127,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
128,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
129,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
130,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
131,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
132,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
133,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
134,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
135,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
136,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
137,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
138,"Where Do We Go","Kyle Watson",25,81,"bass house, fidget house, house, tech house","bass house, fidget house, house, tech house","See Your Truth EP",2023-08-11,03:39,48,56,51,29,12,0,0,-9,A#/B♭ Minor,4,2024-01-15,3VuDv4H7W5mxOu7MOqbRMa,"No Context Records",3A,https://p.scdn.co/mp3-preview/2424a02c9387e14d31f08aea0f4a8363436cf427?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d60abdde2733eae1292aff5d
139,"Turn You Up","Kaskade,Winn Winn",33,120,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","REDUX 006",2023-10-27,03:49,82,87,5,17,26,0,0,-6,G#/A♭ Major,4,2024-01-15,1CwnBiu5WGgq5esdmjDj16,"Arkade",4B,https://p.scdn.co/mp3-preview/95fcdc1655b6f42055eed61fc72c0f350160d1b7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
140,"Turn You Up","Kaskade,Winn Winn",33,120,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","REDUX 006",2023-10-27,03:49,82,87,5,17,26,0,0,-6,G#/A♭ Major,4,2024-01-15,1CwnBiu5WGgq5esdmjDj16,"Arkade",4B,https://p.scdn.co/mp3-preview/95fcdc1655b6f42055eed61fc72c0f350160d1b7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
141,"Turn You Up","Kaskade,Winn Winn",33,120,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","REDUX 006",2023-10-27,03:49,82,87,5,17,26,0,0,-6,G#/A♭ Major,4,2024-01-15,1CwnBiu5WGgq5esdmjDj16,"Arkade",4B,https://p.scdn.co/mp3-preview/95fcdc1655b6f42055eed61fc72c0f350160d1b7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
142,"Turn You Up","Kaskade,Winn Winn",33,120,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","REDUX 006",2023-10-27,03:49,82,87,5,17,26,0,0,-6,G#/A♭ Major,4,2024-01-15,1CwnBiu5WGgq5esdmjDj16,"Arkade",4B,https://p.scdn.co/mp3-preview/95fcdc1655b6f42055eed61fc72c0f350160d1b7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
143,"Turn You Up","Kaskade,Winn Winn",33,120,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","REDUX 006",2023-10-27,03:49,82,87,5,17,26,0,0,-6,G#/A♭ Major,4,2024-01-15,1CwnBiu5WGgq5esdmjDj16,"Arkade",4B,https://p.scdn.co/mp3-preview/95fcdc1655b6f42055eed61fc72c0f350160d1b7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
144,"Turn You Up","Kaskade,Winn Winn",33,120,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","REDUX 006",2023-10-27,03:49,82,87,5,17,26,0,0,-6,G#/A♭ Major,4,2024-01-15,1CwnBiu5WGgq5esdmjDj16,"Arkade",4B,https://p.scdn.co/mp3-preview/95fcdc1655b6f42055eed61fc72c0f350160d1b7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
145,"Turn You Up","Kaskade,Winn Winn",33,120,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","REDUX 006",2023-10-27,03:49,82,87,5,17,26,0,0,-6,G#/A♭ Major,4,2024-01-15,1CwnBiu5WGgq5esdmjDj16,"Arkade",4B,https://p.scdn.co/mp3-preview/95fcdc1655b6f42055eed61fc72c0f350160d1b7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
146,"Turn You Up","Kaskade,Winn Winn",33,120,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","REDUX 006",2023-10-27,03:49,82,87,5,17,26,0,0,-6,G#/A♭ Major,4,2024-01-15,1CwnBiu5WGgq5esdmjDj16,"Arkade",4B,https://p.scdn.co/mp3-preview/95fcdc1655b6f42055eed61fc72c0f350160d1b7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
147,"Turn You Up","Kaskade,Winn Winn",33,120,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","REDUX 006",2023-10-27,03:49,82,87,5,17,26,0,0,-6,G#/A♭ Major,4,2024-01-15,1CwnBiu5WGgq5esdmjDj16,"Arkade",4B,https://p.scdn.co/mp3-preview/95fcdc1655b6f42055eed61fc72c0f350160d1b7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
148,"Turn You Up","Kaskade,Winn Winn",33,120,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","REDUX 006",2023-10-27,03:49,82,87,5,17,26,0,0,-6,G#/A♭ Major,4,2024-01-15,1CwnBiu5WGgq5esdmjDj16,"Arkade",4B,https://p.scdn.co/mp3-preview/95fcdc1655b6f42055eed61fc72c0f350160d1b7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
149,"Turn You Up","Kaskade,Winn Winn",33,120,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","REDUX 006",2023-10-27,03:49,82,87,5,17,26,0,0,-6,G#/A♭ Major,4,2024-01-15,1CwnBiu5WGgq5esdmjDj16,"Arkade",4B,https://p.scdn.co/mp3-preview/95fcdc1655b6f42055eed61fc72c0f350160d1b7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
